patients,available_beds,TARGET_risk,TARGET_summary,TARGET_actions
116,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
100,29,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
146,12,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
141,33,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
288,3,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
57,27,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
211,94,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
84,58,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
145,26,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
137,68,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
127,24,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
81,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
169,96,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
95,67,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
284,24,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
193,19,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
245,33,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
293,25,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
214,4,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
231,98,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
262,60,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
191,91,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
272,92,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
104,8,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
225,49,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
259,5,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
56,82,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
123,59,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
56,43,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
210,10,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
200,65,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
134,46,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
196,72,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
161,84,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
174,87,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
196,97,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
85,85,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
78,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
237,75,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
131,91,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
51,29,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
178,89,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
96,20,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
246,27,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
197,89,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
60,61,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
283,32,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
179,84,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
244,34,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
264,51,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
168,33,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
189,40,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
69,50,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
54,46,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
86,81,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
215,57,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
271,74,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
186,56,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
275,22,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
102,47,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
221,21,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
148,16,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
293,68,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
299,10,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
135,93,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
157,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
73,90,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
130,34,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
251,32,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
207,83,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
169,15,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
108,33,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
287,65,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
264,98,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
177,39,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
273,27,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
258,46,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
163,38,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
164,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
258,72,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
63,19,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
58,0,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
89,71,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
243,86,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
286,62,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
74,66,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
152,3,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
250,57,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
295,24,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
71,46,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
284,37,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
287,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
